latitude,longitude,population_density,tower_distance,building_density,distance_from_center,signal_strength,download_mbps,upload_mbps,latency_ms
13.046107122951685,77.57386035482432,4226.602026602692,0.69704274544259,4.258337039857592,0.07733979733973081,28.18186213538951,43.923387410532676,10.272625553042227,43.28321989641451
12.88589297513688,77.45598757433794,3370.3037504243985,0.4534487279092073,2.4965582909875312,0.16296962495756015,57.23748627650506,54.561946518453155,23.696827800143716,30.25237535931479
12.81836717079866,77.57033669204037,3448.5810347236725,0.41934456233089146,18.741893134298614,0.15514189652763274,20.0,25.968612358691235,11.482916607584421,50.85684140594985
12.954252757641765,77.5494344456616,4516.17625976705,0.2702563329087568,20.071614483681103,0.04838237402329496,20.0,25.34428882628022,10.513900621449261,54.43874229796678
13.105749849516314,77.70784966958671,3244.389855726843,0.126245139970556,5.379535838172237,0.17556101442731567,29.633138132935294,33.70317599288418,5.0,39.202397813129
13.09347887335913,77.79803600428562,2628.4885070700198,1.2097015308472563,3.331306283637377,0.23715114929299802,20.0,27.3818125199332,25.07602502411332,45.39804597466312
12.91180424149772,77.58547038687878,4395.113021250565,0.08732806653340466,13.427173617744023,0.0604886978749435,20.0,27.571125715117464,15.660807938242819,47.40864890863176
12.850325959566023,77.51933644346232,3572.6949931467957,1.3988402932829727,8.542235872907224,0.14273050068532042,20.0,25.755532939548328,6.180217149641609,53.365627513869875
12.933105472596118,77.53942614138009,4327.245712383935,0.31216656075511046,12.268620014842575,0.0672754287616065,20.0,19.79354677234641,5.0,45.9886136538919
12.9474071432501,77.65520762852218,4347.422115544553,0.39835529710284834,3.4375698174674785,0.06525778844554474,43.49222303596472,35.45562142325543,5.274027254798341,33.29095758500169
12.98695215238245,77.5297086079178,4333.173084740868,0.38260116217777584,9.143139077004129,0.06668269152591319,20.0,31.519330326867742,13.410958833275556,45.4530627260263
13.068963009894366,77.4111689694987,2923.3079514174983,0.19963671369869196,2.246506056825242,0.20766920485825016,61.6530309677921,70.76302199929376,25.296492686636473,23.019162933934176
13.00571899019062,77.79067141314236,3009.821501893092,0.47664863000231844,6.992284468334446,0.19901784981069082,20.0,35.9072725611364,17.26916583966336,45.664269219752235
13.064246126826673,77.77716061954702,2952.765655197845,0.14630758033814978,11.423846854604001,0.20472343448021552,20.0,28.738329209117875,5.0,53.28276804316915
