latitude,longitude,city,provider,signal_strength,download_mbps,upload_mbps,latency_ms,plan_mbps,technology,coverage_type
19.305649369599735,72.8187814153099,Mumbai,jio_fiber,-50.38353417489643,1045.6759540162884,474.58103476638615,35.48773295193265,1000,FTTH,high
19.393250607144378,72.83443094154522,Mumbai,jio_fiber,-48.68308166475631,1008.7959788110294,465.4670655517638,32.20898004508751,1000,FTTH,high
19.491372233204824,72.63873910374421,Mumbai,jio_fiber,-53.43384671705981,26.941032638279857,11.86197541753123,41.58220572860891,30,FTTH,high
19.192076816212445,72.88681425448881,Mumbai,jio_fiber,-48.15799118851637,1041.8125708877706,483.13251756216073,28.009414975090962,1000,FTTH,high
19.192106347224676,72.51025729354818,Mumbai,jio_fiber,-53.89497204649631,94.39985935864928,41.37022564829524,37.98726628583705,100,FTTH,high
18.86351226786088,73.2494139444946,Mumbai,jio_fiber,-50.42775344779947,286.3731252092923,129.914436632387,49.804128452473755,300,FTTH,high
18.947243432600153,72.73068574134447,Mumbai,jio_fiber,-48.58836929368137,29.5637970791073,13.653432730492174,35.9869958315343,30,FTTH,high
19.016298205480048,72.55051811128796,Mumbai,jio_fiber,-47.40690714214348,278.1897127514137,129.93696584126556,38.54279212714938,300,FTTH,high
19.077925687839475,73.12674437482315,Mumbai,jio_fiber,-52.39087242460479,27.475491201468316,12.224655350597512,36.89061053279159,30,FTTH,high
18.993289485101744,72.81972908034786,Mumbai,jio_fiber,-52.0076732673289,276.5416011383306,123.51248416341834,20.73158111568275,300,FTTH,high
18.761708410995638,72.6687657911448,Mumbai,jio_fiber,-46.2708346312639,89.09680115354676,42.06523921584674,30.593672666308837,100,FTTH,high
19.426598362365734,72.53511746422049,Mumbai,jio_fiber,-49.53107592257951,29.692433663539227,13.588435322554734,43.81220959415655,30,FTTH,high
18.906973533698956,73.1485813463867,Mumbai,jio_fiber,-47.31963715023965,311.89980934599515,145.80326719903485,43.574661858141944,300,FTTH,high
18.685920680465795,73.1581530493815,Mumbai,jio_fiber,-52.997252610456165,30.51995440477483,13.496974726572024,43.71897403911113,30,FTTH,high
19.158147933510048,72.91832605647434,Mumbai,jio_fiber,-45.026853745161546,90.64815955155005,43.29885737429187,17.36219341677364,100,FTTH,high
18.628725473915015,72.82075289764047,Mumbai,jio_fiber,-54.636549835428816,89.32841794166615,38.85327634450769,47.40589488445501,100,FTTH,high
18.984744043304655,73.22699863467237,Mumbai,jio_fiber,-49.61926853231658,89.31292193759049,40.83812772646853,34.65421055433806,100,FTTH,high
19.143265790178393,72.71513722247835,Mumbai,jio_fiber,-51.59200489361387,94.42624438095474,42.3482800262569,31.266659610078147,100,FTTH,high
19.254717938431874,72.43809091560412,Mumbai,jio_fiber,-51.378952958043726,86.50140829762375,38.87605767848657,43.25947973791993,100,FTTH,high
18.960739434283912,72.49153010401355,Mumbai,jio_fiber,-51.92779320023015,88.47446520993883,39.54698760708005,47.17504868718107,100,FTTH,high
18.785158511224658,72.69433506028857,Mumbai,jio_fiber,-50.84087972269913,29.39702842879839,13.282115772615326,34.16980341367087,30,FTTH,high
18.671230345663112,72.424355198184,Mumbai,jio_fiber,-50.7323167762081,281.864025924978,127.48732845562591,53.340824561890294,300,FTTH,high
19.01589672537279,72.57990328569984,Mumbai,jio_fiber,-45.73845526272719,270.8412149250946,128.5130065952125,45.138555501444785,300,FTTH,high
19.06376660027521,73.37587555711197,Mumbai,jio_fiber,-49.001358446602104,30.625666968929867,14.08762190200449,45.759989213871584,30,FTTH,high
18.836885039946424,72.61735973386655,Mumbai,jio_fiber,-48.178831498445966,31.407927223156342,14.562274080584173,30.877211821043705,30,FTTH,high
18.88906470217364,73.3733098198561,Mumbai,jio_fiber,-55.61936604566352,93.38721464130953,40.21072247857671,47.762152643596515,100,FTTH,medium
19.156891802287525,72.42775714415662,Mumbai,jio_fiber,-53.921688451057236,101.09399791602421,44.291891654640025,46.263564163908,100,FTTH,high
19.337941939089696,73.18933521532401,Mumbai,jio_fiber,-50.88466529997927,299.1917559555445,135.12209075959814,40.88588204311727,300,FTTH,high
18.797032197062805,72.42108942067695,Mumbai,jio_fiber,-54.02072795297086,289.42036835616943,126.67514307243819,48.75221672473239,300,FTTH,high
18.616213249827133,72.7671185922809,Mumbai,jio_fiber,-50.7860454058106,434.4214667533094,196.3854459737212,44.17999742425068,500,FTTH,high
19.057242970239173,72.37816309766072,Mumbai,jio_fiber,-54.26877111143331,86.98143648436631,37.974637317120504,38.80532588341685,100,FTTH,high
19.13807124555396,73.19505048220029,Mumbai,jio_fiber,-48.05714137171243,29.744112416433254,13.80693390281525,34.26772738573103,30,FTTH,high
19.084409469671037,73.10280483365965,Mumbai,jio_fiber,-50.35152942081918,896.7842330622307,407.13394598591333,36.57155319001379,1000,FTTH,high
19.45318319484138,72.59524302552036,Mumbai,jio_fiber,-47.97091452120039,97.15411876045853,45.13524970901963,42.46220126580899,100,FTTH,high
18.622678498229174,72.6416291872178,Mumbai,jio_fiber,-51.243482072827995,27.136627137807608,12.212268321166215,40.90635224501974,30,FTTH,high
19.175835753757426,72.94429158209962,Mumbai,jio_fiber,-47.69019838741418,29.539213446096788,13.759996004787698,24.345080795932624,30,FTTH,high
18.68653383547354,73.0403627610578,Mumbai,jio_fiber,-53.809502440043865,308.4045922764214,135.27378960682415,46.787474245249385,300,FTTH,high
18.86356402308534,72.64935729871722,Mumbai,jio_fiber,-51.54618875945631,30.168336580173836,13.536038029138039,29.41989633749432,30,FTTH,high
19.481168663430697,72.43092339798532,Mumbai,jio_fiber,-54.579433690308534,869.074048924872,378.2232134923555,53.37599896654536,1000,FTTH,high
19.56174525820491,72.93035842648688,Mumbai,jio_fiber,-50.93196420934403,26.390121711323896,11.912857006646723,46.882224145891485,30,FTTH,high
18.703833208738637,73.17784973693021,Mumbai,jio_fiber,-49.52298604552158,276.64598018665725,126.61411983169674,40.43437916794328,300,FTTH,high
19.527415653039434,73.19162784643056,Mumbai,jio_fiber,-52.2753943195026,27.370108649762468,12.191814874910285,46.95243832540318,30,FTTH,high
