latitude,longitude,city,provider,signal_strength,download_mbps,upload_mbps,latency_ms,plan_mbps,technology,coverage_type
18.85443516807022,72.94890649681436,Mumbai,airtel_xstream,-57.67749111081326,35.19417039534461,15.757897552587428,27.71231016947875,40,FTTH,medium
18.691184587832282,72.53371502924237,Mumbai,airtel_xstream,-51.73765674640986,105.71084475956245,49.42416931097576,42.50732334214637,100,FTTH,high
19.406819120593877,73.17576563419928,Mumbai,airtel_xstream,-59.541418188451956,97.12919677078963,42.885318855845284,36.82085859736314,100,FTTH,medium
19.545859141705392,72.38872439624413,Mumbai,airtel_xstream,-52.75434643556511,41.36076069473686,19.197687182869412,49.58360543641747,40,FTTH,high
19.052275444932917,72.81380323335264,Mumbai,airtel_xstream,-52.186758752978264,95.55909103048742,44.53475415863883,16.74981032495655,100,FTTH,high
18.69529419015361,72.46176166526797,Mumbai,airtel_xstream,-47.916596540183406,96.24088719191974,46.22238192868022,36.11403432826014,100,FTTH,high
18.748592328036107,73.13442577417469,Mumbai,airtel_xstream,-54.733202949504445,293.5005144920061,134.29291852330078,37.349803500278135,300,FTTH,high
19.354087098517972,72.87812296186455,Mumbai,airtel_xstream,-52.47559578294505,284.62270240353627,132.37270993167178,34.67828101038153,300,FTTH,high
18.72109573698949,73.0109360484196,Mumbai,airtel_xstream,-60.39806587901958,169.70001058483803,74.4428320443851,40.91862218570602,200,FTTH,medium
18.959234248359365,72.45491360534625,Mumbai,airtel_xstream,-53.308317456065936,95.17497168557566,43.999923197145904,35.85968949095493,100,FTTH,high
18.6912500008564,72.86589101034247,Mumbai,airtel_xstream,-53.54091631901628,40.48343205676662,18.684329689470893,41.072158825225664,40,FTTH,high
19.184182557821508,72.60408937430245,Mumbai,airtel_xstream,-46.391647143969166,39.652442890730406,19.245756320123615,28.30039734894051,40,FTTH,high
19.56868947464124,72.4598698487683,Mumbai,airtel_xstream,-61.28635963371597,101.7110019398368,44.31671776286082,40.313746651776434,100,FTTH,medium
18.806365453853104,72.97940496419596,Mumbai,airtel_xstream,-56.7927717857788,89.49510905616515,40.334618780711786,34.14327097403643,100,FTTH,high
19.47666012474023,72.61554082802326,Mumbai,airtel_xstream,-59.722090847370374,40.34894469254295,17.79091346814891,44.292982841654734,40,FTTH,medium
19.262815554026425,73.24069078423018,Mumbai,airtel_xstream,-59.34615945769328,948.027070161036,419.1981059831076,39.852583431221724,1000,FTTH,medium
